County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Klickitat,KLICKITAT COUNTY Klickitat County Commissioner 2,David M. Sauter,(Prefers Republican Party),2405,73.7278,County
Klickitat,KLICKITAT COUNTY Klickitat County Commissioner 2,Raymond Clough,(Prefers Independent Party),857,26.2722,County
Klickitat,KLICKITAT COUNTY Klickitat County Prosecuting Attorney,David R. Quesnel,(States No Party Preference),2382,100,County
Klickitat,KLICKITAT COUNTY Klickitat County Sheriff,Bob Songer,(Prefers Republican Party),2449,71.7761,County
Klickitat,KLICKITAT COUNTY Klickitat County Sheriff,Douglas Charters,(Prefers Democratic Party),963,28.2239,County
Klickitat,KLICKITAT COUNTY Klickitat County Treasurer,Greg Gallagher,(Prefers Republican Party),2542,100,County
Klickitat,Supreme Court Justice Position 2,Susan Owens,,2218,100,Judicial
Klickitat,Supreme Court Justice Position 8,Nathan Choi,,1082,41.125,Judicial
Klickitat,Supreme Court Justice Position 8,Steve Gonzalez,,1549,58.875,Judicial
Klickitat,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,2138,100,Judicial
Klickitat,"Court of Appeals, Division 3, District 3 Judge Position 2",Rob Lawrence-Berrey,,2072,100,Judicial
Klickitat,EAST DISTRICT COURT Klickitat County East District Court Judge,Rick L. Hansen,,1465,100,Judicial
Klickitat,WEST DISTRICT COURT Klickitat County West District Court Judge,Jeff Baker,,982,100,Judicial
Klickitat,PUBLIC UTILITY DISTRICT # 1 Public Utility District #1 Commissioner Pos. 1,Randy L. Knowles,,2310,100,Public Utility
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST Proposition No. 1 Formation and Funding of New Metropolitan Park District,For the formation of a metropolitan park district to be governed by a board of five commissioners.,,565,55.0682,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST Proposition No. 1 Formation and Funding of New Metropolitan Park District,Against the formation of a metropolitan park district.,,461,44.9318,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 1,Mikael Naramore,,235,34.5588,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 1,Lloyd DeKay,,445,65.4412,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 2,Catherine Loke,,554,100,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 3,Benjamin Briggs,,354,50.7163,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 3,Pamela Z. Morneault,,344,49.2837,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 4,Michael Oldfather,,177,25.0354,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 4,Troy Witherrite,,530,74.9646,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 5,Karen Skiles,,481,68.6163,Park and Recreation
Klickitat,WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 5,Jan Brending,,220,31.3837,Park and Recreation
Klickitat,"HUSUM FIRE DISTRICT # 3 Proposition No. 1 Bonds for Fire, Rescue and Emergency Medical Facilities &amp; Equipment",Approved,,396,68.0412,Fire
Klickitat,"HUSUM FIRE DISTRICT # 3 Proposition No. 1 Bonds for Fire, Rescue and Emergency Medical Facilities &amp; Equipment",Rejected,,186,31.9588,Fire
Klickitat,ALDERDALE FIRE DISTRICT # 10 Proposition No. 1 Multiple Year Levy Lid Lift,Approved,,22,88,Fire
Klickitat,ALDERDALE FIRE DISTRICT # 10 Proposition No. 1 Multiple Year Levy Lid Lift,Rejected,,3,12,Fire
Klickitat,EMERGENCY MEDICAL SERVICES DIST #1 Proposition No. 1 Proposition Reauthorizing Regular Emergency Medical Services Property Tax Levy,Yes,,2481,74.5493,EMS
Klickitat,EMERGENCY MEDICAL SERVICES DIST #1 Proposition No. 1 Proposition Reauthorizing Regular Emergency Medical Services Property Tax Levy,No,,847,25.4507,EMS
Lewis,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,5729,20.3872,State Executive
Lewis,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,22372,79.6128,State Executive
Lewis,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,18023,64.2967,State Executive
Lewis,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,10008,35.7033,State Executive
Lewis,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,8435,29.9453,State Executive
Lewis,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,19733,70.0547,State Executive
Lewis,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,11411,40.8908,State Executive
Lewis,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,16495,59.1092,State Executive
Lewis,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,20337,75.1302,State Executive
Lewis,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,6732,24.8698,State Executive
Lewis,County This Measure Initiates the Home Rule Charter Process ,Yes,,10855,44.4004,County
Lewis,County This Measure Initiates the Home Rule Charter Process ,No,,13593,55.5996,County
Lewis,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),9036,32.2968,Federal
Lewis,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),18942,67.7032,Federal
Lewis,Congressional District 3 U.S. Representative,Jaime Herrera Beutler,(Prefers Republican Party),19002,68.0198,Congressional
Lewis,Congressional District 3 U.S. Representative,Carolyn Long,(Prefers Democratic Party),8934,31.9802,Congressional
Lewis,Legislative District 19 State Representative Pos. 1,Jim Walsh,(Prefers Republican Party),1891,69.1408,Legislative
Lewis,Legislative District 19 State Representative Pos. 1,Erin Frasier,(Prefers Democratic Party),844,30.8592,Legislative
Lewis,Legislative District 19 State Representative Pos. 2,Brian E. Blake,(Prefers Democratic Party),917,33.8002,Legislative
Lewis,Legislative District 19 State Representative Pos. 2,Joel McEntire,(Prefers Republican Party),1796,66.1998,Legislative
Lewis,Legislative District 20 State Representative Pos. 1,Richard DeBolt,(Prefers GOP Party),16496,67.1853,Legislative
Lewis,Legislative District 20 State Representative Pos. 1,John Thompson,(Prefers Democratic Party),8057,32.8147,Legislative
Lewis,Legislative District 20 State Representative Pos. 2,Ed Orcutt,(Prefers Republican Party),16403,66.24,Legislative
Lewis,Legislative District 20 State Representative Pos. 2,Brennan Bailey,(Prefers Democratic Party),8360,33.76,Legislative
Lewis,County Assessor,Amanda Price,(States No Party Preference),12219,45.5491,County
Lewis,County Assessor,Dianne Dorey,(Prefers Republican Party),14607,54.4509,County
Lewis,County Auditor,Larry E Grove,(Prefers Republican Party),20589,100,County
Lewis,County Clerk,Scott Tinney,(Prefers Republican Party),20332,100,County
Lewis,County Comm Dist 3,Gary Stamper,(Prefers Republican Party),17757,68.1625,County
Lewis,County Comm Dist 3,Jerry Pratt,(States No Party Preference),8294,31.8375,County
Lewis,County Coroner,Warren McLeod,(Prefers Republican Party),20637,100,County
Lewis,County Prosecuting Attorney,Jonathan L. Meyer,(Prefers Republican Party),20273,100,County
Lewis,County Sheriff,Rob Snaza,(Prefers Republican Party),21207,100,County
Lewis,County Treasurer,Arny Davis,(Prefers Republican Party),20325,100,County
Lewis,County District Ct Judge Dept 1,Wade Samuelson,,18494,100,County
Lewis,County District Ct Judge Dept 2,R.W. Buzzard,,19559,100,County
Lewis,Comm Dist 1 Sub-Dist 1 Freeholder Dist 1 Position 1,Paul Crowner,,296,16.4811,County
Lewis,Comm Dist 1 Sub-Dist 1 Freeholder Dist 1 Position 1,Ron Averill,,637,35.4677,County
Lewis,Comm Dist 1 Sub-Dist 1 Freeholder Dist 1 Position 1,Larry Kerschner,,252,14.0312,County
Lewis,Comm Dist 1 Sub-Dist 1 Freeholder Dist 1 Position 1,Arny Davis,,611,34.02,County
Lewis,Comm Dist 1 Sub-Dist 2 Freeholder Dist 1 Position 2,Jeffrey D Robertson,,256,22.5551,County
Lewis,Comm Dist 1 Sub-Dist 2 Freeholder Dist 1 Position 2,Jami Lund,,734,64.6696,County
Lewis,Comm Dist 1 Sub-Dist 2 Freeholder Dist 1 Position 2,Marc Guichard,,145,12.7753,County
Lewis,Comm Dist 1 Sub-Dist 3 Freeholder Dist 1 Position 3,TJ Williams,,579,58.6032,County
Lewis,Comm Dist 1 Sub-Dist 3 Freeholder Dist 1 Position 3,Kurtis Engle,,409,41.3968,County
Lewis,Comm Dist 1 Sub-Dist 4 Freeholder Dist 1 Position 4,Bob Berg,,615,61.996,County
Lewis,Comm Dist 1 Sub-Dist 4 Freeholder Dist 1 Position 4,Cory Elliott,,377,38.004,County
Lewis,Comm Dist 1 Sub-Dist 5 Freeholder Dist 1 Position 5,Evan Fagerness,,391,36.5762,County
Lewis,Comm Dist 1 Sub-Dist 5 Freeholder Dist 1 Position 5,Jennifer L West,,447,41.8148,County
Lewis,Comm Dist 1 Sub-Dist 5 Freeholder Dist 1 Position 5,Peter N. Lahmann Jr.,,231,21.609,County
Lewis,Comm Dist 2 Sub-Dist 1 Freeholder Dist 2 Position 1,Brian Mittge,,626,40.835,County
Lewis,Comm Dist 2 Sub-Dist 1 Freeholder Dist 2 Position 1,Mark Anders,,361,23.5486,County
Lewis,Comm Dist 2 Sub-Dist 1 Freeholder Dist 2 Position 1,Bill Schulte,,402,26.2231,County
Lewis,Comm Dist 2 Sub-Dist 1 Freeholder Dist 2 Position 1,Anthony Mixer,,144,9.3933,County
Lewis,Comm Dist 2 Sub-Dist 2 Freeholder Dist 2 Position 2,David Morgan,,498,38.0443,County
Lewis,Comm Dist 2 Sub-Dist 2 Freeholder Dist 2 Position 2,Lindsey Pollock,,811,61.9557,County
Lewis,Comm Dist 2 Sub-Dist 3 Freeholder Dist 2 Position 3,Jen Slemp,,532,32.6581,County
Lewis,Comm Dist 2 Sub-Dist 3 Freeholder Dist 2 Position 3,Bob Bozarth,,1097,67.3419,County
Lewis,Comm Dist 2 Sub-Dist 4 Freeholder Dist 2 Position 4,Norman Forsyth,,579,42.7622,County
Lewis,Comm Dist 2 Sub-Dist 4 Freeholder Dist 2 Position 4,Fred W Rider,,394,29.099,County
Lewis,Comm Dist 2 Sub-Dist 4 Freeholder Dist 2 Position 4,Bob Russell,,381,28.1388,County
Lewis,Comm Dist 2 Sub-Dist 5 Freeholder Dist 2 Position 5,Martha J. Hunt,,280,31.355,County
Lewis,Comm Dist 2 Sub-Dist 5 Freeholder Dist 2 Position 5,Jerry Lord,,189,21.1646,County
Lewis,Comm Dist 2 Sub-Dist 5 Freeholder Dist 2 Position 5,Lola Toloba,,151,16.9093,County
Lewis,Comm Dist 2 Sub-Dist 5 Freeholder Dist 2 Position 5,Stan Bowman ,,154,17.2452,County
Lewis,Comm Dist 2 Sub-Dist 5 Freeholder Dist 2 Position 5,Pete Hammer,,119,13.3259,County
Lewis,Comm Dist 3 Sub-Dist 1 Freeholder Dist 3 Position 1,F. Lee Grose,,1358,100,County
Lewis,Comm Dist 3 Sub-Dist 2 Freeholder Dist 3 Position 2,Rodger Cool,,1099,100,County
Lewis,Comm Dist 3 Sub-Dist 3 Freeholder Dist 3 Position 3,Cynthia (Cindy) Colson,,331,23.6936,County
Lewis,Comm Dist 3 Sub-Dist 3 Freeholder Dist 3 Position 3,Harry O Bhagwandin,,278,19.8998,County
Lewis,Comm Dist 3 Sub-Dist 3 Freeholder Dist 3 Position 3,Linda Williams,,411,29.4202,County
Lewis,Comm Dist 3 Sub-Dist 3 Freeholder Dist 3 Position 3,Marty Hayes,,377,26.9864,County
Lewis,Comm Dist 3 Sub-Dist 4 Freeholder Dist 3 Position 4,Carolyn (Carol) Brock,,536,31.8479,County
Lewis,Comm Dist 3 Sub-Dist 4 Freeholder Dist 3 Position 4,Archie Smith,,280,16.637,County
Lewis,Comm Dist 3 Sub-Dist 4 Freeholder Dist 3 Position 4,Nicholas Bozarth,,867,51.5152,County
Lewis,Comm Dist 3 Sub-Dist 5 Freeholder Dist 3 Position 5,Michael Messmore,,1300,100,County
Lewis,Supreme Court Justice Position 2,Susan Owens,,18371,100,Judicial
Lewis,Supreme Court Justice Position 8,Nathan Choi,,8754,40.6917,Judicial
Lewis,Supreme Court Justice Position 8,Steve Gonzalez,,12759,59.3083,Judicial
Lewis,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,17975,100,Judicial
Lewis,"Court of Appeals, Division 2, District 3 Judge Position 1",Rich Melnick,,17573,100,Judicial
Lewis,PUD District Comm Dist 2,Dean Dahlin,,16201,100,Public Utility
Lewis,Castle Rock School District #401 Proposition 1 Facility Improvement General Obligation Bonds,Approved,,164,33.0645,School
Lewis,Castle Rock School District #401 Proposition 1 Facility Improvement General Obligation Bonds,Rejected,,332,66.9355,School
Lewis,"Toledo School District #237 Proposition No. 1 Bonds to Construct School Facilities - $7,000,000",Approved,,1574,73.0394,School
Lewis,"Toledo School District #237 Proposition No. 1 Bonds to Construct School Facilities - $7,000,000",Rejected,,581,26.9606,School
Lewis,Fire Dist #1-Onalaska Proposition 1 Bonds For Fire Station,Approved,,853,63.4673,Fire
Lewis,Fire Dist #1-Onalaska Proposition 1 Bonds For Fire Station,Rejected,,491,36.5327,Fire
Lewis,Lewis Public Transit Benefit Area County Wide Expansion of Public Transportation Services Sales and Use Tax Levy,Approved,,6626,34.4566,Transportation
Lewis,Lewis Public Transit Benefit Area County Wide Expansion of Public Transportation Services Sales and Use Tax Levy,Rejected,,12604,65.5434,Transportation
Lincoln,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,718,15.0904,State Executive
Lincoln,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,4040,84.9096,State Executive
Lincoln,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,3362,70.6897,State Executive
Lincoln,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,1394,29.3103,State Executive
Lincoln,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,1207,25.3785,State Executive
Lincoln,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,3549,74.6215,State Executive
Lincoln,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,1630,34.8365,State Executive
Lincoln,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,3049,65.1635,State Executive
Lincoln,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,3647,81.1888,State Executive
Lincoln,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,845,18.8112,State Executive
Lincoln,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),1368,28.7697,Federal
Lincoln,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),3387,71.2303,Federal
Lincoln,Congressional District 5 U.S. Representative,Cathy McMorris Rodgers,(Prefers Republican Party),3597,75.7582,Congressional
Lincoln,Congressional District 5 U.S. Representative,Lisa Brown,(Prefers Democratic Party),1151,24.2418,Congressional
Lincoln,Legislative District 13 State Senator,Judy Warnick,(Prefers Republican Party),3880,100,Legislative
Lincoln,Legislative District 13 State Representative Pos. 1,Tom Dent,(Prefers Republican Party),3732,80.3964,Legislative
Lincoln,Legislative District 13 State Representative Pos. 1,Jesse Hegstrom Oakey,(Prefers Democratic Party),910,19.6036,Legislative
Lincoln,Legislative District 13 State Representative Pos. 2,Matt Manweller,(Prefers Republican Party),3390,73.9529,Legislative
Lincoln,Legislative District 13 State Representative Pos. 2,Sylvia Hammond,(Prefers Democratic Party),1194,26.0471,Legislative
Lincoln,COUNTYWIDE COUNTY ASSESSOR,J Scott Liebing,(Prefers Republican Party),3875,100,County
Lincoln,COUNTYWIDE COUNTY AUDITOR,Shelly Johnston,(Prefers Republican Party),3934,100,County
Lincoln,COUNTYWIDE COUNTY CLERK,Peggy A Semprimoznik,(Prefers Republican Party),3953,100,County
Lincoln,COUNTYWIDE COUNTY COMMISSIONER 3,Rob Coffman,(Prefers Republican Party),3890,100,County
Lincoln,COUNTYWIDE COUNTY PROSECUTING ATTORNEY,Jeffrey S. Barkdull,(Prefers Republican Party),3741,100,County
Lincoln,COUNTYWIDE COUNTY SHERIFF,Wade W. Magers,(Prefers Republican Party),3969,100,County
Lincoln,COUNTYWIDE COUNTY TREASURER,Jody Howard,(Prefers Republican Party),3886,100,County
Lincoln,COUNTYWIDE DISTRICT COURT JUDGE,Dan B. Johnson,,3299,100,County
Lincoln,Supreme Court Justice Position 2,Susan Owens,,3305,100,Judicial
Lincoln,Supreme Court Justice Position 8,Nathan Choi,,1627,44.747,Judicial
Lincoln,Supreme Court Justice Position 8,Steve Gonzalez,,2009,55.253,Judicial
Lincoln,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,3199,100,Judicial
Lincoln,"Court of Appeals, Division 3, District 1 Judge Position 1",Laurel Siddoway,,3242,100,Judicial
Lincoln,PUBLIC UTILITY DIST 1 PUBLIC UTILITY COMMISSIONER 2,Loren Rux,,3460,100,Public Utility
Lincoln,"PARK/REC DISTRICT 3 Proposition No. 1 Six Year Levy for Operations and Improvements - $111,000",LEVY YES,,690,61.1702,Park and Recreation
Lincoln,"PARK/REC DISTRICT 3 Proposition No. 1 Six Year Levy for Operations and Improvements - $111,000",LEVY NO,,438,38.8298,Park and Recreation
Mason,Washington State Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,5922,30.8133,State Executive
Mason,Washington State Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,13297,69.1867,State Executive
Mason,Washington State Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,12334,64.2061,State Executive
Mason,Washington State Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,6876,35.7939,State Executive
Mason,Washington State Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,8814,45.7799,State Executive
Mason,Washington State Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,10439,54.2201,State Executive
Mason,Washington State Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,9753,50.8048,State Executive
Mason,Washington State Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,9444,49.1952,State Executive
Mason,Washington State Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,12080,65.5169,State Executive
Mason,Washington State Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,6358,34.4831,State Executive
Mason,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),9149,47.6064,Federal
Mason,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),10069,52.3936,Federal
Mason,Congressional District 6 U.S. Representative,Derek Kilmer,(Prefers Democratic Party),7929,52.2194,Congressional
Mason,Congressional District 6 U.S. Representative,Douglas Dightman,(Prefers Republican Party),7255,47.7806,Congressional
Mason,Congressional District 10 U.S. Representative,Denny Heck,(Prefers Democratic Party),2284,58.0432,Congressional
Mason,Congressional District 10 U.S. Representative,Joseph Brumbles ,(Prefers Republican Party),1651,41.9568,Congressional
Mason,Legislative District 35 State Senator,Irene Bowling,(Prefers Democratic Party),8466,48.0095,Legislative
Mason,Legislative District 35 State Senator,Tim Sheldon,(Prefers Democratic Party),9168,51.9905,Legislative
Mason,Legislative District 35 State Representative Pos. 1,Dan Griffey,(Prefers Republican Party),11235,59.0943,Legislative
Mason,Legislative District 35 State Representative Pos. 1,James Thomas,(Prefers Democratic Party),7777,40.9057,Legislative
Mason,Legislative District 35 State Representative Pos. 2,David Daggett,(Prefers Democratic Party),8805,46.3543,Legislative
Mason,Legislative District 35 State Representative Pos. 2,Drew C. MacEwen,(Prefers Republican Party),10190,53.6457,Legislative
Mason,Mason County Assessor,Melody Peterson,(Prefers Democratic Party),8286,46.1821,County
Mason,Mason County Assessor,Patti McLean,(States No Party Preference),9656,53.8179,County
Mason,Mason County Auditor,Paddy McGuire,(Prefers Democratic Party),9031,51.1671,County
Mason,Mason County Auditor,Charles G. Rhodes,(States No Party Preference),8619,48.8329,County
Mason,Mason County Clerk,Sharon (Moore) Fogo,(Prefers Democratic Party),12840,100,County
Mason,Mason County County Commissioner District No. 3,Kevin Schmelzlen,(Prefers Democratic Party),8800,47.3679,County
Mason,Mason County County Commissioner District No. 3,Sharon Trask,(Prefers Republican Party),9778,52.6321,County
Mason,Mason County Coroner,Wes Stockwell,(Prefers Democratic Party),13434,100,County
Mason,Mason County Prosecutor,Michael Dorcy,(Prefers Republican Party),12917,100,County
Mason,Mason County Sheriff,Casey Salisbury,(Prefers Democratic Party),12002,65.5919,County
Mason,Mason County Sheriff,Darin Holland,(States No Party Preference),6296,34.4081,County
Mason,Mason County Treasurer,Elisabeth (Lisa) Frazier,(Prefers Democratic Party),13083,100,County
Mason,Mason County District Court Judge,George A. Steele,,9402,59.4086,County
Mason,Mason County District Court Judge,Eric Valley,,6424,40.5914,County
Mason,Supreme Court Justice Position 2,Susan Owens,,12466,100,Judicial
Mason,Supreme Court Justice Position 8,Nathan Choi,,5987,39.5599,Judicial
Mason,Supreme Court Justice Position 8,Steve Gonzalez,,9147,60.4401,Judicial
Mason,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,12096,100,Judicial
Mason,"Court of Appeals, Division 2, District 2 Judge Position 2",Rebecca Glasgow,,12170,100,Judicial
Mason,Mason Superior Court Judge Position 2,Monty D. Cobb,,12295,100,Judicial
Mason,"Fire Protection Dist 9 Fire Protection District No. 9, Merger of Fire Protection District No. 9 into Fire Protection District No. 16 ",Approved,,419,82.643,Fire
Mason,"Fire Protection Dist 9 Fire Protection District No. 9, Merger of Fire Protection District No. 9 into Fire Protection District No. 16 ",Rejected,,88,17.357,Fire
Mason,Public Utility Dist 1 Commissioner District 3,Jack Janda,,898,100,Public Utility
Mason,Public Utility Dist 3 Commissioner District 3,Bruce E Jorgenson,,11557,100,Public Utility
Okanogan,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,2448,27.6236,State Executive
Okanogan,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,6414,72.3764,State Executive
Okanogan,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,5441,61.5776,State Executive
Okanogan,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,3395,38.4224,State Executive
Okanogan,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,3153,35.4948,State Executive
Okanogan,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,5730,64.5052,State Executive
Okanogan,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,4071,46.314,State Executive
Okanogan,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,4719,53.686,State Executive
Okanogan,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,5967,70.8838,State Executive
Okanogan,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,2451,29.1162,State Executive
Okanogan,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),3635,41.2693,Federal
Okanogan,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),5173,58.7307,Federal
Okanogan,Congressional District 4 U.S. Representative,Dan Newhouse,(Prefers Republican Party),5507,62.4731,Congressional
Okanogan,Congressional District 4 U.S. Representative,Christine Brown,(Prefers Democratic Party),3308,37.5269,Congressional
Okanogan,Legislative District 7 State Senator,Shelly Short,(Prefers Republican Party),3229,72.8565,Legislative
Okanogan,Legislative District 7 State Senator,Karen Hardy,(Prefers Democratic Party),1203,27.1435,Legislative
Okanogan,Legislative District 7 State Representative Pos. 1,Jacquelin Maycumber,(Prefers Republican Party),3234,73.2337,Legislative
Okanogan,Legislative District 7 State Representative Pos. 1,Randall (Randy) Michaelis,(Prefers Democratic Party),1182,26.7663,Legislative
Okanogan,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),3262,73.4519,Legislative
Okanogan,Legislative District 7 State Representative Pos. 2,Mike Bell,(Prefers Democratic Party),1179,26.5481,Legislative
Okanogan,Legislative District 12 State Representative Pos. 1,Keith Goehner,(Prefers Republican Party),2003,46.2587,Legislative
Okanogan,Legislative District 12 State Representative Pos. 1,Ann Diamond,(States No Party Preference),2327,53.7413,Legislative
Okanogan,Legislative District 12 State Representative Pos. 2,Mike Steele,(Prefers Republican Party),2362,54.9175,Legislative
Okanogan,Legislative District 12 State Representative Pos. 2,Valerie Sarratt,(Prefers Democratic Party),1939,45.0825,Legislative
Okanogan,OKANOGAN COUNTY Assessor,Larry D. Gilman,(Prefers Republican Party),6066,100,County
Okanogan,OKANOGAN COUNTY Auditor,Cari Hall,(Prefers Republican Party),4840,65.6984,County
Okanogan,OKANOGAN COUNTY Auditor,Randy Gates,(Prefers Republican Party),2527,34.3016,County
Okanogan,OKANOGAN COUNTY Clerk,Charleen Groomes,(Prefers Republican Party),6189,100,County
Okanogan,OKANOGAN COUNTY Commissioner District 3,Jim DeTro,(Prefers Republican Party),4883,56.9512,County
Okanogan,OKANOGAN COUNTY Commissioner District 3,Salley Bull,(Prefers Independent Party),3691,43.0488,County
Okanogan,OKANOGAN COUNTY Coroner,David Rodriguez,(Prefers Republican Party),6284,100,County
Okanogan,OKANOGAN COUNTY Prosecuting Attorney,Arian Noma,(Prefers Republican Party),5200,60.947,County
Okanogan,OKANOGAN COUNTY Prosecuting Attorney,Branden E. Platter,(Prefers Democratic Party),3332,39.053,County
Okanogan,OKANOGAN COUNTY Sheriff,Anthony (Tony) Hawley,(Prefers Republican Party),4340,55.691,County
Okanogan,OKANOGAN COUNTY Sheriff,Steve Brown,(Prefers Republican Party),3453,44.309,County
Okanogan,OKANOGAN COUNTY Treasurer,Leah F. McCormack,(Prefers Republican Party),6274,100,County
Okanogan,Supreme Court Justice Position 2,Susan Owens,,5530,100,Judicial
Okanogan,Supreme Court Justice Position 8,Nathan Choi,,2456,36.2777,Judicial
Okanogan,Supreme Court Justice Position 8,Steve Gonzalez,,4314,63.7223,Judicial
Okanogan,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,5326,100,Judicial
Okanogan,"Court of Appeals, Division 3, District 1 Judge Position 1",Laurel Siddoway,,5244,100,Judicial
Okanogan,DISTRICT COURT JUDGE Judge Pos. 1,Robert W. Grim,,5467,100,Judicial
Okanogan,DISTRICT COURT JUDGE Judge Pos. 2,Charles Short,,5313,100,Judicial
Okanogan,FERRY PUD ALL PUBLIC UTILITY COMMISSIONER #2,Dan Fagerlie,,59,73.75,Public Utility
Okanogan,FERRY PUD ALL PUBLIC UTILITY COMMISSIONER #2,Jerred Burbank,,21,26.25,Public Utility
